ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
4349,Myanmar,MMR,,,Asia,Phase-out measure,Governance and socio-economic measures,Limit product imports/exports,No,Textile imports from China are to resume. ,,17/03/2020,Myanmar MoC,Government,https://www.commerce.gov.mm/my/article/%E1%80%99%E1%80%BC%E1%80%94%E1%80%BA%E1%80%99%E1%80%AC%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6%E1%80%A1%E1%80%91%E1%80%8A%E1%80%BA%E1%80%81%E1%80%BB%E1%80%AF%E1%80%95%E1%80%BA%E1%80%85%E1%80%80%E1%80%BA%E1%80%9B%E1%80%AF%E1%80%B6%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8%E1%80%A1%E1%80%90%E1%80%BD%E1%80%80%E1%80%BA%C2%A0%E1%80%A1%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%80%E1%80%BC%E1%80%AE%E1%80%B8%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%A1%E1%80%95%E1%80%BA%E1%80%94%E1%80%B1%E1%80%90%E1%80%B2%E1%80%B7-%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%80%E1%80%BC%E1%80%99%E1%80%BA%E1%80%B8%E1%80%95%E1%80%85%E1%80%B9%E1%80%85%E1%80%8A%E1%80%BA%E1%80%B8%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8%C2%A0%E1%80%90%E1%80%9B%E1%80%AF%E1%80%90%E1%80%BA%E1%80%95%E1%80%BC%E1%80%8A%E1%80%BA%E1%80%9E%E1%80%B0%E1%80%B7,08/04/2020,
4350,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Surveyed businesses in order to assist them best during the covid-19 crisis. ,,18/03/2020,Myanmar UMFCCI,Government,https://www.facebook.com/UMFCCI/posts/1731286630345503?__tn__=-R,08/04/2020,
4351,Myanmar,MMR,,,Asia,Phase-out measure,Governance and socio-economic measures,Limit product imports/exports,No,SHIPMENTS CAN BE RETURNED TO CHINA UNDER NORMAL CONDITIONS,,19/03/2020,Myanmar MoC,Government,https://www.commerce.gov.mm/my/article/%E1%80%90%E1%80%9B%E1%80%AF%E1%80%90%E1%80%BA%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6%E1%80%9E%E1%80%AD%E1%80%AF%E1%80%B7-%E1%80%96%E1%80%9B%E1%80%B2%E1%80%94%E1%80%BE%E1%80%84%E1%80%B7%E1%80%BA-%E1%80%9E%E1%80%81%E1%80%BD%E1%80%AC%E1%80%B8%E1%80%99%E1%80%BD%E1%80%BE%E1%80%B1%E1%80%B8-%E1%80%95%E1%80%AF%E1%80%B6%E1%80%99%E1%80%BE%E1%80%94%E1%80%BA%E1%80%A1%E1%80%81%E1%80%BC%E1%80%B1%E1%80%A1%E1%80%94%E1%80%B1%E1%80%A1%E1%80%90%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8-%E1%80%95%E1%80%BC%E1%80%94%E1%80%BA%E1%80%9C%E1%80%8A%E1%80%BA%E1%80%90%E1%80%84%E1%80%BA%E1%80%95%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA,08/04/2020,
4352,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,"Myanmar's owned cmp businesses, hotel and travel businesses, and small medium businesses, will be loaned by 1 % of interest, a loan period of 1 years, and will be reviewed based on business injury and loan period.",,19/03/2020,Myanmar UMFCCI,Government,https://www.facebook.com/UMFCCI/photos/a.397698120371034/1732584543549045/?type=3&theater,08/04/2020,
4353,Myanmar,MMR,,,Asia,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"Notification on temporary suspension of entry of foreign nationals with entry visa through border check points shared with neighboring countries. Any foreign national with valid entry visa may enter and exit to/from Myanmar only at Yangon, Mandalay and Nay Pyi Taw International Airports in accordance with the existing rules and regulations. The entry and exit of local population on both sides of the border through the existing check points concerned will not be restricted. They will be subject to health check and temperature screening at the entry of the border check points.",,19/03/2020,Myanmar MoFA,Government,https://www.mofa.gov.mm/notification-on-temporary-suspension-of-entry-of-foreign-nationals-with-entry-visa-through-border-check-points/,08/04/2020,https://www.mofa.gov.mm/notification-on-temporary-suspension-of-entry-of-foreign-nationals-with-entry-visa-through-border-check-points-2/
4354,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,Citizens & residents will be subject to health check and temperature screening at the entry of the border check points.,,19/03/2020,Myanmar MoFA,Government,https://www.mofa.gov.mm/notification-on-temporary-suspension-of-entry-of-foreign-nationals-with-entry-visa-through-border-check-points/,08/04/2020,https://www.mofa.gov.mm/notification-on-temporary-suspension-of-entry-of-foreign-nationals-with-entry-visa-through-border-check-points-2/
4355,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Limit product imports/exports,No,"New regulations around exporting cattle, buffalo, and goats to China and other countries. ",,21/03/2020,Myanmar MoC,Government,https://www.commerce.gov.mm/my/article/%E1%80%99%E1%80%B0%E1%80%86%E1%80%9A%E1%80%B9-%E1%81%81%E1%81%80%E1%81%85-%E1%80%99%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9%E1%80%80%E1%80%AF%E1%80%94%E1%80%B9%E1%80%9E%E1%80%BC%E1%80%9A%E1%80%B9%E1%80%B1%E1%80%9B%E1%80%B8%E1%80%87%E1%80%AF%E1%80%94%E1%80%B9%E1%81%8F-%E1%80%80%E1%80%BC%E1%80%BA%E1%80%B2%E1%81%8A-%E1%82%8F%E1%80%BC%E1%80%AC%E1%80%B8%E1%81%8A-%E1%80%9E%E1%80%AD%E1%80%AF%E1%80%B8%E1%81%8A-%E1%80%86%E1%80%AD%E1%80%90%E1%80%B9%E1%80%90%E1%80%84%E1%80%B9%E1%80%95%E1%80%AD%E1%80%AF%E1%82%94%E1%80%99%E1%82%88%E1%82%8F%E1%80%BD%E1%80%84%E1%80%B9%E1%80%B7%E1%80%95%E1%80%90%E1%80%B9%E1%80%9E%E1%80%80%E1%80%B9%E1%81%8D-%E1%80%90%E1%80%85%E1%80%B9%E1%80%96%E1%80%80%E1%80%B9%E1%82%8F%E1%80%AD%E1%80%AF%E1%80%84%E1%80%B9%E1%80%84%E1%80%B6-0,08/04/2020,
4356,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"All incoming travellers including Myanmar nationals arriving from or having visited USA, Switzerland, UK, the Netherlands, Austria, Belgium, Norway, Sweden and Denmark in the past 14 days shall be subject to 14-day facility quarantine on their arrival in Myanmar. The earlier precautionary measures issued on 15 March 2020 shall also remain in force until further notice. ",,21/03/2020,Myanmar MoFA,Government,https://www.mofa.gov.mm/additional-precautionary-restrictions-for-travellers-visiting-myanmar-to-prevent-spread-of-covid-19/,08/04/2020,
4357,Myanmar,MMR,,,Asia,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,The Myanmar Government temporarily suspends issuance of Visa on Arrival (VOA) and e-visa for all countries until 30 April 2020.,,21/03/2020,Myanmar MoFA,Government,https://www.mofa.gov.mm/additional-precautionary-restrictions-for-travellers-visiting-myanmar-to-prevent-spread-of-covid-19/,08/04/2020,
4358,Myanmar,MMR,,,Asia,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Yes,Active health surveillance of anyone with a travel history to China during the past 14 days. ,,21/03/2020,Myanmar MoFA,Government,https://www.mofa.gov.mm/additional-precautionary-restrictions-for-travellers-visiting-myanmar-to-prevent-spread-of-covid-19/,08/04/2020,
4359,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,General recommendations,No,"People are requested not to panic, but to remain calm and follow the advice from the health authorities on COVID-19, after announcement of first 2 confirmed cases in Myanmar. “The government has no plans to shut down necessary public services, markets or commodity centres. It is also advised that only one person should go for buying, instead of going in groups and that only the quantity that is really needed should be bought.”",,25/03/2020,Myanmar State Counsellor,Government,https://www.statecounsellor.gov.mm/en/node/2853,08/04/2020,
4360,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,Myanmar nationals who were working in Thailand are advised to stay at home or a designated place in a responsible manner for home or facility quarantine for 14 days to prevent the spread of the disease.,,25/03/2020,Myanmar State Counsellor,Government,https://www.statecounsellor.gov.mm/en/node/2853,08/04/2020,
4361,Myanmar,MMR,,,Asia,Introduction / extension of measures,Movement restrictions,Surveillance and monitoring,Yes,"Myanmar nationals who were abroad should report their health conditions to the health centers by telephone whether they have COVID-19 symptoms such as fever, cough and fatigue.",,25/03/2020,Myanmar State Counsellor,Government,https://www.statecounsellor.gov.mm/en/node/2853,08/04/2020,
4362,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,"From March 31, 2019-2020, you can pay monthly taxes for the end of the month on August 31 to September 2020",,31/03/2020,Myanmar UMFCCI,Government,https://www.facebook.com/UMFCCI/photos/a.397698120371034/1732584543549045/?type=3&theater,08/04/2020,
4363,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Limit product imports/exports,No,"The import licenses and customs clearance (CO) forms issued by the Ministry are being made online without any visit to the office, starting from 1-4-2020, online. COVID-19 issued import licenses online during the emergency period (1-4-2020) and has been issued over US $ 72 million (3 pm till 4:00 pm). Traders can apply online now and apply to the department. However, only online applications that are allowed to apply online will start from 9-4-2020. Traders will also be able to reduce their personal contact during the Covid-19 period, as well as apply for an export-import license online, as they do not need to visit the office. ",,01/04/2020,Myanmar MoC,Government,https://www.commerce.gov.mm/my/article/covid-19-%E1%80%A1%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%95%E1%80%B1%E1%80%AB%E1%80%BA%E1%80%80%E1%80%AC%E1%80%9C%E1%80%A1%E1%80%90%E1%80%BD%E1%80%84%E1%80%BA%E1%80%B8-%E1%80%95%E1%80%AD%E1%80%AF%E1%80%B7%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%9E%E1%80%BD%E1%80%84%E1%80%BA%E1%80%B8%E1%80%80%E1%80%AF%E1%80%94%E1%80%BA%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%85%E1%80%84%E1%80%BA%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8%E1%80%80%E1%80%AD%E1%80%AF-%E1%80%A1%E1%80%BD%E1%80%94%E1%80%BA%E1%80%9C%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%B8%E1%80%85%E1%80%94%E1%80%85%E1%80%BA%E1%80%96%E1%80%BC%E1%80%84%E1%80%BA%E1%80%B7-%E1%81%81-%E1%81%84-%E1%81%82%E1%81%80%E1%81%82%E1%81%80-0,08/04/2020,
4364,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,"Covid-19th funding for disease protection, control, treatment processes",,02/04/2020,Myanmar UMFCCI,Government,https://www.facebook.com/UMFCCI/posts/1752173604923472?__tn__=-R,08/04/2020,
4365,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Amendments to funeral and burial regulations,No,"Emergency Response Committee, in cases of community quarantines, will arrange funeral services for those who pass away from the virus.",,04/04/2020,Myanmar Presidents Office,Government,https://www.president-office.gov.mm/en/?q=briefing-room/news/2020/04/04/id-9996,08/04/2020,
4366,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Emergency Response Committee  will uncover and take legal action against those spreading false information concerning the virus on social media ,Legal action,04/04/2020,Myanmar Presidents Office,Government,https://www.president-office.gov.mm/en/?q=briefing-room/news/2020/04/04/id-9996,08/04/2020,
4367,Myanmar,MMR,,,Asia,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,Emergency Response Committee will take legal action against those hiking up prices of medical supplies and basic commodities for personal profit.,Legal action,04/04/2020,Myanmar Presidents Office,Government,https://www.president-office.gov.mm/en/?q=briefing-room/news/2020/04/04/id-9996,08/04/2020,
4368,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"people from the basic strata of society without regular income will be provided with 8 pyis of rice, 50 ticals of cooking oil, 50 ticals of salt, 1 viss of lentils, and 1 viss of onions for each household starting from 10 April. State/regional governments will collaborate on recording, packaging, transporting and distributing with government departments, UMFCCI, local elders, civil society organizations and volunteers to ensure there is no wastage, delay or corruption.",,10/04/2020,Myanmar State Counsellor,Government,https://www.statecounsellor.gov.mm/en/node/2869,08/04/2020,
4369,Myanmar,MMR,,,Asia,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Household electricity bills will be given exemption of up to 150 units till the end of April for the public, religious organizations and humanitarian organizations. (embassies, UN and international organizations not included).",,10/04/2020,Myanmar State Counsellor,Government,https://www.statecounsellor.gov.mm/en/node/2869,08/04/2020,
495,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"Travellers who are considered high-risk for COVID-19 due to symptoms and recent exposure in a country with active transmission may be taken to an isolation facility for treatment. For travellers who have been in China in the previous 14 days who do not have symptoms, 14 days of self-quarantine is being recommended by the Government of the Republic of Namibia.",Not applicable,,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,16/03/2020,
497,Namibia,NAM,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,"Flights to Germany, Qatar and Ethiopia.",Not applicable,14/03/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/namibie/,16/03/2020,
1884,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,Independence celebrations have been called off and the financial outlay for this will be used in the fight against covid-19. ,,14/03/2020,Ministry of Health,Government,http://www.mhss.gov.na/documents/119527/775250/President+Hage+G.+Geingob+on+COVID-19%2C+March+14%2C+2020.pdf.pdf.pdf.pdf.pdf/0acc1486-a07f-47ed-9ebd-ff838a5f34c8,24/03/2020,http://www.mhss.gov.na/
1885,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,All big gatherings are suspended for a period of 30 days.,,14/03/2020,Ministry of Health,,,24/03/2020,
1886,Namibia,NAM,,,Africa,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,Yes,Suspension of all travel of government officials including state owned enterprises. ,,14/03/2020,Ministry of Health,,,24/03/2020,
1887,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1888,Namibia,NAM,,,Africa,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"Travel ban on foreign nationals by air or sea from affected countries. The countries include the Schengen states, China, Iran, Korea, United Kingdom, United States of America and Japan.",,17/03/2020,NBC,Media,https://www.nbc.na/news/namibia-announces-stricter-covid-19-measures-after-declaring-state-emergency.29416,24/03/2020,
1889,Namibia,NAM,,,Africa,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,A temporary travel suspension for 30 days for Namibians or Permanent Residents functionaries except for special cases with prior authorization with Ministry of Health and Social Services and Home Affairs and Immigration. ,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1890,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Public services closure ,No,"All leisure, business and social travel like tourists is suspended, and Namibians who are residents in other countries considering to visit Namibia to postpone such visits;",,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1891,Namibia,NAM,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,No,"All scheduled passenger flights, including private chartered flights to and from countries where there is active local transmission be temporarily suspended for 30 days with immediate effect. This suspension is exclusive of cargo and emergency flights to and from Namibia;",,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1892,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,No,Mandatory screening for COVID-19 to be conducted at all Points of Entry in the country. Thermo guns to be placed at all checkpoints and roadblocks for screening inland travelers;,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1893,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,All returning Namibians and permanent residents arriving from countries at high risk or from affected other countries will be subject to supervised self- quarantine from 14 days,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1894,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,"Large public gatherings (of more than 50 people) to be suspended; schools, religious gatherings, customary, weddings, funerals, and all parades for uniformed forces to be suspended until further notice.",,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1895,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Psychological assistance and medical social work,No,Deaths and funerals related to COVID-19 will be handled by the government with psychosocial support to the family.,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1896,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,General recommendations,Yes,Owners of public transport vehicles to provide hand sanitizers and masks to all their clients/passengers and enforcement the laws on overloading strictly.,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1897,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,"Trade fairs, sports, events, and demonstrations to be postponed for 30 days.",,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1898,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,The provision of water supply to be scaled up at informal settlement and other strategic places through water tankers.,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1899,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Awareness campaigns,No,Public awareness messages and campaigns should be intensified using all media avenues and platforms to reach every community member in all regions.,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1900,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,General recommendations,No,"Shops, shopping mall and supermarkets to put measures in place to ensure and enhance hygiene at all time to protect all clients and customers, such as the provision of alcohol-based hand sanitizers, and face masks for employees.",,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1901,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,General recommendations,Yes,"The Ministry of Industrialization, Trade and SME Development should implore upon the cosmetic industry to invest on manufacturing of sanitizers and other protective products to assess the impact of COVID- 19.",,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
1902,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Schools closure ,No,All schools closed in Namibia until the 14th of April.,,16/03/2020,The Namibian,Media,https://www.namibian.com.na/89247/read/Ministry-confirms-closure-of-schools,24/03/2020,
1903,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Limit public gatherings,No,All big gatherings are suspended for a period of 30 days.,,14/03/2020,The Namibian,Media,https://www.namibian.com.na/89247/read/Ministry-confirms-closure-of-schools,24/03/2020,
1914,Namibia,NAM,,,Africa,Introduction / extension of measures,Public health measures,Amendments to funeral and burial regulations,No,Deaths and funerals related to COVID-19 will be handled by the government with psychosocial support to the family.,,17/03/2020,All Africa,Media,https://allafrica.com/stories/202003171066.html,24/03/2020,
2421,Namibia,NAM,,,Africa,Introduction / extension of measures,Movement restrictions,Border closure ,No,"All foreign nationals will be banned from entering the country, effective immediately, to prevent further spread of coronavirus disease (COVID-19). The measure will remain in place for 30 days. Additionally, Namibian citizens and permanent residents will be prohibited from leaving the country, and those returning are subject to a mandatory 14-day self-quarantine. Residents seeking to enter Namibia will only be allowed entry ""if their mission is critical to national interest.""",Not applicable,24/03/2020,Garda,Media,https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1,26/03/2020,
2422,Namibia,NAM,Khomas,,Africa,Introduction / extension of measures,Lockdown,Partial lockdown,No,"People may only leave their homes if they are exempt to the lockdown rules (keyworkers), to buy essential items, for medical reasons, or for some exercise in groups of no more than 3. Breaking the lockdown will result in a spot fine or arrest.",Fines,28/03/2020,Garda,Media,https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1,26/03/2020,
2423,Namibia,NAM,Erango,,Africa,Introduction / extension of measures,Lockdown,Partial lockdown,No,"People may only leave their homes if they are exempt to the lockdown rules (keyworkers), to buy essential items, for medical reasons, or for some exercise in groups of no more than 3. Breaking the lockdown will result in a spot fine or arrest.",Fines,28/03/2020,Garda,Media,https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1,26/03/2020,
2424,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Public services closure ,No,closure of all bars and pubs at 18:00 daily for the next 14 days,Not applicable,24/03/2020,Garda,Media,https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1,26/03/2020,
2425,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Public services closure ,No,Suspension of parliament for 21 days.,Not applicable,25/03/2020,Garda,Media,https://www.garda.com/crisis24/news-alerts/326116/namibia-authorities-ban-entry-of-all-foreign-nationals-due-to-covid-19-march-24-update-1,26/03/2020,
3107,Namibia,NAM,,,Africa,Introduction / extension of measures,Social distancing,Public services closure ,No,The sale of alcohol will cease.  ,,28/03/2020,The Namibian,Media,https://www.namibian.com.na/89754/read/Nationwide-lockdown-looms?__cf_chl_jschl_tk__=a89ffbd4a5308e864a52170ef0889f087a63e37f-1585592876-0-AVgzJ0vO_dKE_bMaRwRUlpA4OpC4u-fhR49s1Q1jVu5iNYJGMXg9id-oYhGIh8lEGuxoNx47NDSpVje8rRyYRU2NBvOyA1_V8J7nfPcdFOtDd4veRxgW_dTGpZlmXf2-hkas0D82cfQChBEOmdQoHrUr7nvVko9MXvdgHwVX11Y08rmptiEayrbJuM0BuXUCYqQ2Ew6p5shNqyK87oW2fD5FgZcyJ63m-b1oz4DkCkKAXQESYJnPymdwiHpw2RYv7xZkU14Ygif_XyNcBpqjenOcLcfWM5oc4VIXD3NChOk-f3RpPQYFNF1l-zHEUk5ZqA,30/03/2020,
3789,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Namibia will make a once off payment individuals between 18-60 who lost their jobs due to covid-19 and are not receiving other social grants. This will be for both formal and informal sector workers, and the amount will be 750N$. Payments will be made within 7 days of application if approved.",,02/04/2020,Namibian Presidency,Social media,https://twitter.com/NamPresidency/status/1245731347894882304/photo/1,03/04/2020,
3790,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,tax registered and tax paying employees and self amployed who have lost income due to covid19 will be able to borrow an amount equal to 1/12 of the tax they paid in the previous tax year to be repaid after 1 yr. The interest rate will be below prime backed by the government.,,02/04/2020,Namibian Presidency,Social media,https://twitter.com/NamPresidency/status/1245731347894882304/photo/1,03/04/2020,
3791,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,No,Government will ensure that water points are kept open without a need for a water card during lockdowns.,,02/04/2020,Namibian Presidency,Social media,https://twitter.com/NamPresidency/status/1245731347894882304/photo/1,03/04/2020,
3792,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,Employers including government and business owners will be allowed to negotiate a temporary 20% reduction of salaries and wages during this crisis period and 50% for the worst hit industries.,,02/04/2020,Namibian Presidency,Social media,https://twitter.com/NamPresidency/status/1245731347894882304/photo/1,03/04/2020,
3793,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"government will provide a wage subsidy to aid businesses in retaining jobs in the tourism, hospitality, travel and aviation and construction sectors.",,02/04/2020,Namibian Presidency,Social media,https://twitter.com/NamPresidency/status/1245731347894882304/photo/1,03/04/2020,
3794,Namibia,NAM,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,tax paying cashflow restrained businesses in the non-mining sector will be able to borrow 1/12 of the tax they paid last year at below prime interest rate to be repaid after one year.,,02/04/2020,Namibian Presidency,Social media,https://twitter.com/NamPresidency/status/1245731347894882304/photo/1,03/04/2020,
146,Nauru,NRU,,,Pacific,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"All travellers who have transited through or have been in mainland China, Hong Kong (SAR China), Italy, South Korea or Macao (SAR China) in the past 21 days will not be allowed to enter Nauru.",Refusal to enter the country,02/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,15/03/2020,
907,Nauru,NRU,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,State of Emergency declared from 16 March for 30 days to manage and minimise impact of Covid-19,,16/03/2020,Nauru Govt,Government,http://nauru-news.com/declaration-national-emergency-management-minimisation-impact-coronavirus-covid-19/,20/03/2020,
908,Nauru,NRU,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"Stringent quarantine and border protection measures are in place, requiring all travellers to spend 14 days in approved transition accommodation, before being allowed into the community.",,20/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,20/03/2020,
909,Nauru,NRU,,,Pacific,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,"Travellers denied entry to Nauru who have had direct contact with a confirmed case in the previous 21 days, or have travelled from or transited through Mainland China, Hong Kong, Macao, Korea, Iran, Europe, USA or Asia (except Taiwan) within the previous 21 days",,16/03/2020,Nauru Govt,Government,http://nauru-news.com/nauru-travel-restrictions-effective-16th-march-2020-notice/,20/03/2020,
1515,Nauru,NRU,,,Pacific,Introduction / extension of measures,Governance and socio-economic measures,Emergency administrative structures activated or established,Yes,Prices regulation (prohibition of hoarding and price inflation) order 2020 enacted,Not available,21/03/2020,Nauru Govt,Government,http://nauru-news.com/prices-regulation-prohibition-hoarding-price-inflation-order-2020/,23/03/2020,
1516,Nauru,NRU,,,Pacific,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,All persons travelling to Nauru are required to undergo pre-travel screening which may also include temperature checks,Refusal to enter the country,16/03/2020,Nauru Govt,Government,http://nauru-news.com/nauru-travel-restrictions-effective-16th-march-2020-notice/,23/03/2020,
1517,Nauru,NRU,,,Pacific,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"No one will be permitted to enter Nauru who has in the last 21 days; a direct case of Covid-19, contact with a direct case, has travelled or transited through Mainland China, Hong Kong, Macao, Korea, Iran, Europe, USA, Asia (except Taiwan)",Refusal to enter the country,16/03/2020,Nauru Govt,Government,http://nauru-news.com/nauru-travel-restrictions-effective-16th-march-2020-notice/,23/03/2020,
